review_id,text,issue_category_code,source_code,rating,notes
qwen-amenities-facilities-031,The hotel's pool is my favorite feature! It's clean and has plenty of space for everyone to swim and sunbathe.,amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-032,"I enjoyed using the gym in the morning before breakfast. The equipment was in good condition, and the staff were very helpful.",amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-033,"The spa treatment was relaxing, but unfortunately, it wasn't as luxurious as I had hoped for.",amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-034,"The hotel provides free Wi-Fi, which is great for working during our business trip. It's very fast and reliable.",amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-035,Parking was a breeze. The lot was conveniently located near the front of the building and well-lit.,amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-036,"The hotel doesn't have an elevator, which made it challenging to access higher floors for guests with mobility issues.",amenities_facilities,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-amenities-facilities-037,"The amenities at the resort are extensive. The beach, tennis court, and conference center were all top-notch.",amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-amenities-facilities-038,"I had to cancel my reservation last minute due to heavy rain. They provided an alternative room and breakfast, which was thoughtful of them.",amenities_facilities,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-amenities-facilities-039,The hotel's fitness center is small but functional. It has all the essential equipment for a basic workout routine.,amenities_facilities,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-amenities-facilities-040,"I stayed at this hotel during my honeymoon, and I loved the spa treatments and romantic dinner in the restaurant.",amenities_facilities,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-001,The hotel exceeded my expectations. The staff was friendly and accommodating.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-002,I had a wonderful stay at this hotel. Everything went smoothly from check-in to check-out.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-003,"The room was clean, comfortable, and exactly what I expected.",positive_general,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-positive-general-004,"The location is great, right in the heart of the city. It's a perfect place for a business trip.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-005,The hotel offers fantastic amenities that made my stay truly memorable.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-006,I appreciate the attention to detail in how the hotel was set up. It felt like a home away from home.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-007,"The service at this hotel is exceptional, and I will definitely return soon.",positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-008,The room was spacious and well-organized. The bed was comfortable and the bathroom modern.,positive_general,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-positive-general-009,The hotel's location makes it easy to explore the city during my stay.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-010,I am very happy with my experience at this hotel. It surpassed all my expectations.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-011,"The hotel was absolutely delightful! The room was spacious and clean, the staff were friendly and accommodating.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-012,"Had an excellent stay. Great location, wonderful service, and delicious food.",positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-013,I couldn't have asked for a better experience. The hotel exceeded my expectations in every way.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-014,"This place was fantastic! The amenities were impressive, and the customer service was top-notch.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-015,The hotel is wonderful. The staff went above and beyond to make our stay enjoyable.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-016,"We had a great time here. The room was clean and comfortable, and the surrounding area was lovely.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-017,Excellent value for money. The hotel was beautiful inside and out.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-018,"The stay was pleasant from start to finish. Everything worked smoothly, and we felt at home.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-019,I thoroughly enjoyed my visit here. The hotel staff were very helpful and kind.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-020,The hotel is lovely! We had a wonderful time and will definitely return soon.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-021,"The hotel exceeded all of our expectations. The staff were friendly and helpful, making our stay truly memorable.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-022,"We thoroughly enjoyed our stay. The rooms were clean, comfortable, and well-equipped. The location was perfect for our needs.",positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-023,"The hotel's amenities were top-notch, including a great restaurant and fitness center. We had an excellent time!",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-024,"Our experience at the hotel was exceptional. The service was prompt and professional, and the rooms were spotless.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-025,"We were very pleased with our stay. The room was beautifully decorated, and the breakfast was delicious.",positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-026,The hotel staff went above and beyond to ensure our comfort and satisfaction during our visit. We highly recommend it!,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-027,"Our stay at the hotel was fantastic. Everything about it was excellent, from the location to the service.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-028,We had a wonderful time at the hotel. The rooms were luxurious and the staff were very kind.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-029,The hotel's location made our stay perfect. We loved walking around the area and exploring nearby attractions.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-030,"We found everything about our stay to be exceptional. From the cleanliness of the rooms to the quality of service, it was top-notch.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-031,The hotel was absolutely delightful. The staff were friendly and helpful throughout my stay.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-032,"I had a fantastic time at this hotel! The room was spacious and comfortable, with great views.",positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-033,The service at this hotel exceeded all expectations. The food was delicious and the drinks were on point.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-034,I was thoroughly impressed with my stay at this hotel. Everything was top-notch from start to finish.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-035,This hotel is a must-visit! The amenities were impressive and the overall experience was great.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-036,I had an excellent stay at this hotel. The cleanliness of the rooms and public areas was outstanding.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-037,This hotel made my trip a real pleasure. The location was perfect for exploring the city.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-038,I am very satisfied with my stay at this hotel. The staff were attentive and made me feel welcome.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-positive-general-039,The hotel was impressive. The room was comfortable and the breakfast was delicious.,positive_general,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-positive-general-040,I had an amazing time at this hotel! Everything about my stay was perfect.,positive_general,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-other-uncategorized-001,The hotel's WiFi was very slow and kept disconnecting. It made my work-from-home experience a nightmare.,other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-002,I found the concierge to be unhelpful and unresponsive to my requests.,other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-003,The room smelled strongly of something unpleasant. I couldn't get rid of it no matter how many cleaning attempts I made.,other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-004,"The breakfast buffet was mediocre at best, with a lack of options and little variety.",other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-005,I had to wait for over an hour in the lobby before being seated at a restaurant. It was frustrating.,other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-006,There were loud parties happening just outside my room window during my stay. The noise disturbed my sleep.,other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-007,"The hotel's fitness center closed unexpectedly, and I didn't have time to get a refund from the club I belonged to.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-008,I couldn't understand what language the staff were speaking. It made communicating with them difficult.,other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-009,"The hotel had a very poor cleaning policy. Floors, bathrooms, and rooms weren't cleaned thoroughly enough.",other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-010,There was a big mess in the hallway leading to my room. It looked like it hadn't been cleaned for days.,other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-011,I had a terrible experience at this hotel. The room was dirty and uncomfortable. The staff were rude and unhelpful. I would never stay here again.,other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-012,"The hotel's location is great, but the cleanliness could use some improvement. The staff are friendly, but they seem overworked.",other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-013,"I stayed for a weekend and the room was alright. The view from my window was nice, but the internet connection was slow.",other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-014,"The hotel was clean and the staff were friendly. However, the room service could use some more options.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-015,I had a disappointing stay at this hotel. The room was too small and there wasn't enough storage space.,other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-016,"The hotel is in a convenient location, but the noise level during my stay was quite high.",other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-017,I stayed for a long weekend and had a good time. The room was comfortable and the staff were helpful.,other_uncategorized,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-other-uncategorized-018,"The hotel was clean and the staff were friendly, but the check-in process took much longer than expected.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-019,I had a great experience at this hotel. The room was comfortable and there were plenty of amenities to choose from.,other_uncategorized,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-other-uncategorized-020,"The hotel's location is excellent, but the cleanliness could use some work. I would give it another chance if they improve their housekeeping.",other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-021,The hotel was quiet but the breakfast wasn't up to expectations.,other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-022,I stayed here during a snowstorm and it got very messy.,other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-023,"The staff were nice, but my room had a leaky roof.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-024,"The hotel was nice overall, but the Wi-Fi was slow.",other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-025,"I had a great time at this resort, but it was very crowded.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-026,The hotel was dirty and uncomfortable. I won't stay here again.,other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-027,"The room service was good, but the staff was rude.",other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-028,I stayed here for a business trip and it met all my needs.,other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-029,"The hotel had great amenities, but I felt unsafe at night.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-030,"The hotel was clean and the staff were helpful. Overall, a good experience.",other_uncategorized,qwen_synthetic_draft,5,qwen-generated draft; requires human review
qwen-other-uncategorized-031,The hotel's WiFi was extremely slow and unreliable. I couldn't stream videos without constant buffering.,other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-032,I had a terrible experience with the reception staff. They were rude and unhelpful throughout my stay.,other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-033,"The room was too small for our family of four, and there wasn't enough space to accommodate all our belongings.",other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-034,The hotel's breakfast buffet was a complete disappointment. There was nothing interesting or filling on offer.,other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-035,"I had to cancel my reservation last minute due to an emergency, but the hotel didn't provide any compensation.",other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-036,The hotel's location was inconvenient. It was far from the city center and difficult to get around.,other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
qwen-other-uncategorized-037,"I found a small mouse in my room while I was staying. It was gross and scary, but thankfully it was cleaned up quickly.",other_uncategorized,qwen_synthetic_draft,4,qwen-generated draft; requires human review
qwen-other-uncategorized-038,The hotel's spa services were overpriced and not worth the money. The treatments were subpar.,other_uncategorized,qwen_synthetic_draft,2,qwen-generated draft; requires human review
qwen-other-uncategorized-039,"I had a terrible time during my stay. The hotel was dirty, the staff was rude, and the amenities were lackluster.",other_uncategorized,qwen_synthetic_draft,1,qwen-generated draft; requires human review
qwen-other-uncategorized-040,The hotel's room service was slow and inefficient. It took forever to get even simple meals.,other_uncategorized,qwen_synthetic_draft,3,qwen-generated draft; requires human review
